,track_name,track_id,artist_name,artist_id,album_name,album_id,popularity,mood,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
740,Adore You,3jjujdWJ72nww5eGnfs2E7,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Fine Line,7xV2TzoaVc0ycW7fwBwAml,87,Energetic,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,207133,4
741,Adore You,3jjujdWJ72nww5eGnfs2E7,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Fine Line,7xV2TzoaVc0ycW7fwBwAml,87,Energetic,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,207133,4
742,Adore You,3jjujdWJ72nww5eGnfs2E7,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Fine Line,7xV2TzoaVc0ycW7fwBwAml,87,Energetic,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,207133,4
743,Adore You,3jjujdWJ72nww5eGnfs2E7,Harry Styles,6KImCVD70vtIoJWnq6nGn3,Fine Line,7xV2TzoaVc0ycW7fwBwAml,87,Energetic,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,207133,4
744,Borrow Your Time,1LEy7NUZqXHuc9SE5Xgv5A,Fly By Midnight,4rQTEdG6hDVOlDUFKs9EjZ,Borrow Your Time,7b9O11SYtiGD26f8sXIcAJ,44,Happy,0.594,0.769,11,-6.754,1,0.0413,0.254,0.000189,0.0941,0.62,91.031,audio_features,209670,4
745,Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,Little Mix,3e7awlrlDSwF3iM0WBjGMp,Glory Days (Expanded Edition),4w49hcqZt66HZX0MJHfW0m,77,Happy,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,audio_features,246240,4
746,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,Lauv,5JZ7CnR6gTvEMKX4g70Amv,I met you when I was 18. (the playlist),7lqieLm717j9Z8JrG7POkS,83,Happy,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,197437,4
747,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,Lauv,5JZ7CnR6gTvEMKX4g70Amv,I met you when I was 18. (the playlist),7lqieLm717j9Z8JrG7POkS,83,Happy,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,197437,4
748,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,Lauv,5JZ7CnR6gTvEMKX4g70Amv,I met you when I was 18. (the playlist),7lqieLm717j9Z8JrG7POkS,83,Energetic,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,197437,4
749,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,Lauv,5JZ7CnR6gTvEMKX4g70Amv,I met you when I was 18. (the playlist),7lqieLm717j9Z8JrG7POkS,83,Energetic,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,audio_features,197437,4
750,Sucker,22vgEDb5hykfaTwLuskFGD,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Happiness Begins,1Uf67JAtkVWfdydzFFqNF2,81,Happy,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,181027,4
751,Shake It Off,5xTtaWoae3wi06K5WfVUUH,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1989,2QJmrSgbdM35R67eoGQo4j,74,Happy,0.647,0.785,7,-5.414,1,0.165,0.0561,0.0,0.148,0.943,160.015,audio_features,219200,4
752,Good as Hell,3Yh9lZcWyKrK9GjbhuS0hR,Lizzo,56oDRnqbIiwx4mymNEv7dS,Good as Hell,4CA8GvVF7swZafg0zYh9qq,65,Happy,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,audio_features,159736,4
753,Black Magic,6rmXhRIemCTPyMYZRDN7Qg,Little Mix,3e7awlrlDSwF3iM0WBjGMp,Get Weird (Expanded Edition),2FnfZiFMv7bmXAIATOJDHs,76,Happy,0.776,0.875,4,-5.535,1,0.0575,0.0343,0.0,0.314,0.849,111.988,audio_features,211786,4
754,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,Katy Perry,6jJ0s89eD6GaHleKKya26X,Never Really Over,3KjXg0MDej2pG9fv6I22lT,73,Happy,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,audio_features,223523,4
755,I'll Be There,4r1CoAATVuxag55Ct3Y1aX,Jess Glynne,4ScCswdRlyA23odg9thgIO,Always in Between (Deluxe),7GCY1J01hcEpdgeY0vtSsN,69,Happy,0.627,0.858,7,-3.116,1,0.0394,0.0288,0.0,0.199,0.399,100.074,audio_features,194387,4
756,The Middle,09IStsImFySgyp0pIQdqAc,Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,7nEiwcUSwycvC77kZ9ub7c,81,Happy,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,184732,4
757,The Middle,09IStsImFySgyp0pIQdqAc,Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,7nEiwcUSwycvC77kZ9ub7c,81,Happy,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,184732,4
758,The Middle,09IStsImFySgyp0pIQdqAc,Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,7nEiwcUSwycvC77kZ9ub7c,81,Energetic,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,184732,4
759,The Middle,09IStsImFySgyp0pIQdqAc,Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,7nEiwcUSwycvC77kZ9ub7c,81,Energetic,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,audio_features,184732,4
760,Sheesh!,3ddNKnYpVx0uI8vcwbTQ5Y,Surfaces,4ETSs924pXMzjIeD6E9b4u,Sheesh!,7aGQrZNnvPaOc0PVm7yuc5,70,Happy,0.743,0.832,5,-3.937,1,0.0611,0.161,0.0,0.0925,0.801,149.951,audio_features,148847,4
761,Good as Hell (feat. Ariana Grande),2rjjNUYONZqC7wSd1i6OFq,Lizzo,56oDRnqbIiwx4mymNEv7dS,Cuz I Love You (Super Deluxe),7hBV0wo7cDHZQLYnuOJ312,68,Happy,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,audio_features,159011,4
762,Better Days,2vCKQ9NNCTXoAF8ltW0Zv9,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Better Days,41pm4Q8TIe9zixjdIuvgBZ,11,Happy,0.68,0.553,0,-7.116,1,0.042,0.409,0.0,0.0847,0.352,99.999,audio_features,198221,4
763,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,P!nk,1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,3uQMzfrf4kUNGsCtmTtjPh,78,Happy,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,audio_features,202960,4
764,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,P!nk,1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,3uQMzfrf4kUNGsCtmTtjPh,78,Happy,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,audio_features,202960,4
765,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,P!nk,1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,3uQMzfrf4kUNGsCtmTtjPh,78,Happy,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,audio_features,202960,4
766,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,P!nk,1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,3uQMzfrf4kUNGsCtmTtjPh,78,Happy,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,audio_features,202960,4
767,Smile,59s3aMqR9uOzLIXAcgBCEm,Katy Perry,6jJ0s89eD6GaHleKKya26X,Smile,47zMF6LrXQ8odi6Xv1unC0,61,Happy,0.783,0.912,0,-3.713,1,0.243,0.0238,0.0,0.339,0.749,98.025,audio_features,166898,4
768,Youngblood,2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,Youngblood (Deluxe),2D0Hi3Jj6RFnpWDcSa0Otu,82,Happy,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,audio_features,203418,4
769,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Pitbull,0TnOYISbd1XYRBk9myaseg,Globalization,4EUf4YyNjuXypWY6W5wEDm,82,Happy,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,229360,4
770,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Pitbull,0TnOYISbd1XYRBk9myaseg,Globalization,4EUf4YyNjuXypWY6W5wEDm,82,Happy,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,229360,4
771,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Pitbull,0TnOYISbd1XYRBk9myaseg,Globalization,4EUf4YyNjuXypWY6W5wEDm,82,Happy,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,229360,4
772,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Pitbull,0TnOYISbd1XYRBk9myaseg,Globalization,4EUf4YyNjuXypWY6W5wEDm,82,Happy,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,audio_features,229360,4
773,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Beautiful People (feat. Khalid),3E12WU80fDMyu7GyIAx7wJ,76,Happy,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,197867,4
774,Slow Hands,2cOUlop2ZakjOKe4WinesN,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,76,Happy,0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,audio_features,188174,4
775,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",0HLhptvI8NozbOHRLNniFz,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",1O3wGX19uKgXZZuW7uKb9l,69,Happy,0.687,0.717,11,-6.61,1,0.0755,0.0744,0.0,0.134,0.685,88.063,audio_features,158995,4
776,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Heaven & Hell,26c7MmQ4w8EAvVLb4jilaM,82,Happy,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,audio_features,162399,4
777,Came Here for Love,0mGJTKRIuCOJtiT4YkJHiv,Sigala,1IueXOQyABrMOprrzwQJWN,Brighter Days,5rr0xAQfk01cPi1N37jX11,65,Happy,0.698,0.869,6,-3.294,1,0.0467,0.0223,0.0,0.121,0.715,125.007,audio_features,203387,4
778,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,86,Happy,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,199440,4
779,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,86,Happy,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,199440,4
780,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,86,Energetic,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,199440,4
781,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq,86,Energetic,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,199440,4
782,Ghost,4XPWKmy05Rcff6TLHNoNF8,Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,Chapter One (Deluxe Version),6FM2zi33hm46NY9mk5jIV8,64,Happy,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,audio_features,213213,4
783,September Song,0zbzrhfVS9S2TszW3wLQZ7,JP Cooper,4kYGAK2zu9EAomwj3hXkXy,Raised Under Grey Skies (Deluxe),3cS0qzNDjE5SjdAL1W98fo,71,Happy,0.614,0.615,0,-6.7,0,0.0444,0.054,0.0,0.0921,0.374,95.941,audio_features,220291,4
784,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,79,Happy,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,261154,4
785,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,79,Happy,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,261154,4
786,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,79,Energetic,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,261154,4
787,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),3T4tUhGYeRNVUGevb0wThu,79,Energetic,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,261154,4
788,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Symphony (feat. Zara Larsson),4b13SJlne61y53KSEwuQtD,75,Happy,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,audio_features,212459,4
789,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Symphony (feat. Zara Larsson),4b13SJlne61y53KSEwuQtD,75,Happy,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,audio_features,212459,4
790,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Symphony (feat. Zara Larsson),4b13SJlne61y53KSEwuQtD,75,Energetic,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,audio_features,212459,4
791,Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,Clean Bandit,6MDME20pz9RveH9rEXvrOM,Symphony (feat. Zara Larsson),4b13SJlne61y53KSEwuQtD,75,Energetic,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,audio_features,212459,4
792,Jealous,2RqtfcLB7iOZj0zYB8Auhu,Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas X2,4G4Azv5cwPBv3vCA0mD6ei,65,Happy,0.7,0.701,11,-3.834,0,0.161,0.013,0.0,0.461,0.38,93.012,audio_features,223107,4
793,Honey In The Summer,69KERH8EU5P2VwxWlmOVcU,PUBLIC,4vxaQs6vK54nK89J1VtLex,Honey In The Summer,4vZYGQJhnkjfludP1dDZ1s,55,Happy,0.784,0.589,8,-7.546,0,0.0378,0.0192,8.35e-05,0.221,0.725,114.066,audio_features,200000,4
794,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,MEDUZA,0xRXCcSX89eobfrshSVdyu,Paradise,15sy3XQFShOFiDpKoxByyA,80,Happy,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,audio_features,167903,4
795,No Sympathy,0jYRWd2YDazzc7czcvzPtA,Jenevieve,0dUYLC7DLjeS8gIh8cz2Pq,Division,3aDGfR5KSMeSOF2MsipPMv,45,Happy,0.867,0.673,9,-6.951,1,0.0323,0.186,0.0639,0.101,0.787,115.003,audio_features,187413,4
796,All Damn Day!,54CuNYfGsUsVWIYpkBiPb2,Ant Saunders,4jpsw9CQS439N0B7SecMgf,All Damn Day!,1DjiwvABujSgFYXyD2IbFy,45,Happy,0.791,0.567,2,-6.381,0,0.0491,0.0234,0.0,0.43,0.928,115.015,audio_features,168628,4
797,If You Love Someone,6JvrOdeiEqWyCta29Xc4mR,The Veronicas,1dIdBZaaHRW2bDTkHNfWln,The Veronicas,2zzBNay9x9XyCmk5SzesAD,58,Happy,0.618,0.806,10,-4.651,1,0.0443,0.00137,1.27e-05,0.297,0.683,97.986,audio_features,180067,4
798,Don't Be so Hard on Yourself,6jF1nHIMESqft9p33tQYPn,Jess Glynne,4ScCswdRlyA23odg9thgIO,I Cry When I Laugh,6AGmGousDdMGevlVZO04LO,56,Happy,0.571,0.815,6,-3.267,1,0.0321,0.0608,0.0,0.163,0.664,120.008,audio_features,211460,4
799,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,benny blanco,5CiGnKThu5ctn9pBxv7DGa,Eastside (with Halsey & Khalid),7pkLXlFdpQDfmHujT2AbBK,77,Happy,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,audio_features,173800,4
800,Hurt Somebody,7apizLyhMRutg3ccXvr2qv,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Hurt Somebody,4tpVFjYKSR6ivXVK5YXEc4,52,Happy,0.633,0.559,6,-5.135,1,0.313,0.336,0.0,0.262,0.473,114.987,audio_features,168640,4
801,Love On Top,1z6WtY7X4HQJvzxC4UgkSf,Beyoncé,6vWDO969PvNqNYHIOW5v0m,4,1gIC63gC3B7o7FfpPACZQJ,76,Happy,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,audio_features,267413,4
802,Can You Handle My Love??,7GKMstqz3UYkFvlX93qCyz,WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,Can You Handle My Love??,5HuxJH43h3FTR8W258lhps,54,Happy,0.689,0.863,9,-5.962,1,0.0348,0.0373,1.55e-05,0.0958,0.576,105.044,audio_features,256320,4
803,Equal in the Darkness,5QQnZy5qLl2qIiu9aYp20Z,Steve Aoki,77AiFEVeAVj2ORpC85QVJs,Equal in the Darkness,5tKBgRU0UldDs3CbfZQwIS,48,Happy,0.702,0.777,5,-5.258,0,0.0356,0.179,0.0,0.108,0.427,114.954,audio_features,210783,4
804,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,79,Happy,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,audio_features,231240,4
805,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,79,Happy,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,audio_features,231240,4
806,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,79,Energetic,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,audio_features,231240,4
807,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Bangerz (Deluxe Version),3RDqXDc1bAETps54MSSOW0,79,Energetic,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,audio_features,231240,4
808,Maps,4gbVRS8gloEluzf0GzDOFc,Maroon 5,04gDigrS5kc9YWfZHwBETP,V,2Auw0pTT6EcQdvHNimhLQI,84,Happy,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,audio_features,189960,4
809,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,82,Happy,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,220734,4
810,Sorry Not Sorry,0yvPEnB032fojLfVluFjUv,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,Tell Me You Love Me,5Mu891tmjTbt64meovPSuf,77,Happy,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931,audio_features,203760,4
811,Not Over You,6j7hih15xG2cdYwIJnQXsq,Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,Sweeter,2zVRgW8bXd7ukXRZSWw81j,68,Happy,0.63,0.894,10,-4.592,1,0.0544,0.255,0.0,0.181,0.364,142.051,audio_features,218520,4
812,Heartbeat Song,7FC9Lng8iXU081lbigu8m8,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,Piece By Piece (Deluxe Version),7oKtXc3FkeOZTCB88YugON,67,Happy,0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,audio_features,198733,4
813,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,The Killers,0C0XlULifJtAgn6ZNCW2eu,Hot Fuss,4undIeGmofnAYKhnDclN1w,74,Happy,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,audio_features,222587,4
814,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,79,Happy,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,219947,4
815,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,79,Happy,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,219947,4
816,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,79,Happy,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,219947,4
817,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,79,Happy,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,audio_features,219947,4
818,Skate,2sXf2JdbB2GlNju00kw9WE,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Skate,4AsebSFI8STBGRcVUJ3Tmo,36,Happy,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,audio_features,203123,4
819,Umbrella,49FYlytm3dAAraYgpoJZux,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Good Girl Gone Bad: Reloaded,3JSWZWeTHF4HDGt5Eozdy7,82,Happy,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,275987,4
820,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Happy,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
821,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Happy,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
822,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Happy,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
823,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Energetic,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
824,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Energetic,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
825,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Energetic,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
826,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Energetic,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
827,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Energetic,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
828,High Hopes,1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,Pray for the Wicked,6ApYSpXF8GxZAgBTHDzYge,82,Energetic,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,audio_features,190947,4
829,Happy birthday to you,56alWioOL5f1Sx60PjDD0D,Happy Birthday Song,7L2snAbB9lxviUpo2lgPBq,Happy birthday song,4ybaloHbcTLJGZVNC9nAkV,45,Happy,0.722,0.719,6,-8.565,0,0.054,0.0222,0.223,0.11,0.955,148.039,audio_features,187239,3
